attendance,internal_marks,behavior_score,study_hours,final_result,risk_level
60,33,3,4.0,0,High
64,65,1,2.7,0,High
67,79,4,3.1,0,Medium
86,32,2,4.9,0,High
54,30,4,2.3,0,High
43,46,8,1.3,0,High
68,91,2,5.3,0,High
98,77,1,1.7,0,High
48,91,3,2.1,0,High
66,98,7,4.4,0,Medium
65,48,6,4.3,0,Medium
58,63,6,4.9,0,High
95,78,7,1.5,1,Low
67,76,8,2.4,0,Medium
56,79,3,1.2,0,High
82,55,3,3.5,0,Medium
96,85,8,2.1,1,Low
80,43,7,4.3,0,High
81,54,5,0.5,0,Medium
89,33,4,0.8,0,High
59,61,6,2.9,0,High
84,94,9,5.8,1,Low
79,90,6,5.4,1,Low
78,49,8,6.0,0,Medium
88,39,1,2.8,0,High
92,63,6,0.8,1,Low
62,90,2,2.2,0,High
86,56,3,4.2,0,Medium
71,69,6,1.2,1,Medium
91,94,2,2.1,0,High
86,62,4,0.8,1,Low
72,97,6,3.1,1,Medium
96,38,5,1.6,0,High
85,45,6,1.0,0,Medium
44,34,6,2.8,0,High
82,52,8,2.4,0,Medium
87,72,9,3.5,1,Low
73,86,5,4.6,1,Medium
79,80,6,1.1,1,Low
50,42,6,4.9,0,High
89,53,6,0.6,0,Medium
42,40,2,2.9,0,High
97,81,4,3.7,1,Low
72,46,1,5.8,0,High
50,66,1,3.7,0,High
55,42,1,1.4,0,High
57,91,7,3.3,0,High
69,37,1,2.7,0,High
87,85,6,3.1,1,Low
94,99,2,1.6,0,High
49,73,6,3.3,0,High
57,89,6,1.3,0,High
77,70,3,4.6,0,Low
58,50,8,3.8,0,High
75,71,4,0.9,1,Low
98,58,7,5.4,1,Medium
52,94,4,3.9,0,High
95,46,1,2.2,0,High
85,59,6,0.8,1,Medium
42,55,5,4.0,0,High
49,82,9,2.6,0,High
77,48,9,5.5,0,Medium
40,82,8,0.7,0,High
94,46,7,0.7,0,Medium
95,75,2,5.7,0,High
66,82,8,5.8,0,Medium
85,93,3,0.7,0,Low
47,74,6,4.4,0,High
90,78,7,1.7,1,Low
85,48,6,4.4,0,Medium
81,94,5,5.3,1,Low
56,66,4,1.1,0,High
48,99,2,1.8,0,High
45,55,9,0.6,0,High
82,31,7,0.7,0,High
64,88,7,0.7,0,Medium
78,34,4,4.9,0,High
88,66,5,2.1,1,Low
99,60,6,3.2,1,Low
67,77,2,4.8,0,High
72,35,4,3.2,0,High
93,44,4,2.9,0,High
76,44,4,0.6,0,High
48,90,7,3.6,0,High
57,45,7,1.2,0,High
95,49,7,4.7,0,Medium
98,73,7,1.9,1,Low
60,71,2,4.2,0,High
41,75,5,4.1,0,High
97,63,2,3.9,0,High
82,93,5,2.0,1,Low
98,58,6,2.0,1,Medium
99,32,3,5.2,0,High
77,38,6,0.6,0,High
97,54,5,1.5,0,Medium
79,71,4,3.9,1,Low
75,75,9,5.0,1,Low
89,88,8,2.5,1,Low
99,50,7,4.1,0,Medium
82,51,1,3.6,0,High
76,58,9,0.9,1,Medium
54,92,9,3.9,0,High
67,90,6,5.0,0,Medium
57,93,7,6.0,0,High
73,98,3,0.7,0,Medium
61,69,5,4.1,0,Medium
50,30,7,2.8,0,High
97,94,1,0.6,0,High
96,91,1,3.9,0,High
52,83,5,1.2,0,High
43,89,9,2.6,0,High
61,75,7,1.9,0,Medium
46,34,1,2.5,0,High
82,51,5,3.2,0,Medium
93,82,8,2.5,1,Low
63,99,8,3.5,0,Medium
43,61,2,1.8,0,High
67,40,7,4.0,0,High
54,39,5,5.2,0,High
40,68,9,1.7,0,High
94,60,3,3.3,0,Low
42,41,1,4.1,0,High
53,67,4,3.6,0,High
77,96,7,2.5,1,Low
89,95,1,4.0,0,High
96,81,2,0.7,0,High
40,34,5,2.5,0,High
77,40,9,3.4,0,High
77,54,1,0.6,0,High
60,64,4,3.3,0,Medium
87,64,3,4.1,0,Low
68,51,5,4.7,0,Medium
44,66,5,1.1,0,High
88,84,2,5.9,0,High
49,93,5,3.8,0,High
67,49,9,2.5,0,Medium
60,33,5,1.9,0,High
89,47,2,3.7,0,High
46,80,7,5.3,0,High
42,97,6,3.4,0,High
84,49,7,4.1,0,Medium
86,38,8,2.5,0,High
59,55,5,2.6,0,High
58,54,2,2.1,0,High
74,97,7,4.4,1,Medium
43,70,7,2.5,0,High
44,88,8,1.5,0,High
40,74,7,2.5,0,High
43,70,7,5.2,0,High
51,67,9,4.6,0,High
99,48,8,2.3,0,Medium
66,43,2,5.5,0,High
95,50,2,0.9,0,High
81,44,7,0.8,0,High
62,32,3,1.2,0,High
64,66,1,1.1,0,High
60,75,9,1.0,0,Medium
97,45,3,4.1,0,Medium
91,43,1,3.8,0,High
63,38,6,4.1,0,High
64,36,4,4.3,0,High
84,43,1,4.7,0,High
94,35,4,1.6,0,High
85,44,8,3.9,0,High
71,81,7,3.7,1,Medium
94,63,1,5.7,0,High
71,30,9,1.8,0,High
44,98,6,0.8,0,High
75,49,2,4.1,0,High
85,36,3,4.6,0,High
81,36,7,2.1,0,High
88,79,3,3.6,0,Low
81,31,3,0.8,0,High
97,76,5,5.8,1,Low
78,43,3,1.1,0,High
55,60,3,0.9,0,High
72,79,5,0.7,1,Medium
88,90,5,2.8,1,Low
60,70,9,1.0,0,Medium
48,43,1,4.6,0,High
45,34,1,5.4,0,High
90,34,9,1.9,0,High
84,93,5,4.0,1,Low
74,58,4,0.7,1,Medium
78,34,2,2.6,0,High
61,65,9,2.1,0,Medium
80,48,6,1.8,0,Medium
93,93,9,4.0,1,Low
44,51,5,1.2,0,High
81,63,4,5.2,1,Low
62,85,7,4.2,0,Medium
56,46,5,4.4,0,High
51,85,8,5.6,0,High
62,46,8,5.7,0,Medium
55,47,2,3.5,0,High
42,74,5,3.2,0,High
69,85,8,2.3,0,Medium
96,79,3,4.4,0,Low
61,87,7,3.5,0,Medium
48,47,3,5.6,0,High
68,36,6,1.8,0,High
86,39,2,2.2,0,High
76,98,6,2.2,1,Low
62,32,6,4.9,0,High
52,73,8,1.0,0,High
71,99,5,3.0,1,Medium
85,43,1,2.9,0,High
91,33,8,0.9,0,High
86,47,9,2.8,0,Medium
87,81,1,3.3,0,High
62,67,5,0.9,0,Medium
84,49,6,3.3,0,Medium
56,73,4,5.8,0,High
94,80,2,5.9,0,High
79,48,5,3.4,0,Medium
60,97,4,3.3,0,Medium
41,95,7,2.1,0,High
76,42,6,6.0,0,High
45,91,3,2.0,0,High
83,90,9,3.0,1,Low
57,59,4,0.5,0,High
69,59,5,2.4,0,Medium
61,80,3,0.9,0,Medium
93,77,8,4.6,1,Low
72,62,7,3.6,1,Medium
69,48,7,3.6,0,Medium
56,86,8,2.1,0,High
82,48,7,5.0,0,Medium
71,70,3,0.5,0,Medium
81,71,3,2.3,0,Low
90,81,2,4.1,0,High
53,33,1,5.5,0,High
97,33,5,1.8,0,High
49,34,4,3.5,0,High
86,70,2,3.5,0,High
99,90,1,5.3,0,High
90,84,3,0.8,0,Low
75,42,6,2.8,0,High
73,43,2,1.5,0,High
48,89,7,0.6,0,High
81,54,7,1.3,0,Medium
67,73,3,5.9,0,Medium
50,39,1,1.7,0,High
53,79,9,5.6,0,High
78,73,5,1.6,1,Low
94,43,2,5.6,0,High
86,44,8,4.1,0,High
93,45,4,1.1,0,Medium
58,31,7,3.7,0,High
93,59,5,2.3,1,Medium
54,59,3,2.6,0,High
67,60,8,2.9,0,Medium
63,49,2,2.8,0,High
47,78,1,4.2,0,High
82,64,5,4.7,1,Low
48,52,4,2.3,0,High
86,90,7,5.6,1,Low
72,84,9,5.7,1,Medium
72,96,6,0.7,1,Medium
58,37,1,0.6,0,High
42,69,8,2.8,0,High
49,88,2,3.7,0,High
79,61,4,2.0,1,Low
86,36,3,1.9,0,High
81,31,6,4.2,0,High
40,35,2,3.8,0,High
68,65,5,1.4,0,Medium
89,61,9,5.4,1,Low
73,74,3,4.2,0,Medium
90,71,2,2.5,0,High
52,82,2,4.3,0,High
93,38,9,1.1,0,High
40,78,6,3.1,0,High
73,31,2,1.4,0,High
68,96,3,0.7,0,Medium
87,40,1,2.4,0,High
86,79,2,1.3,0,High
52,64,2,4.0,0,High
87,44,2,4.2,0,High
88,60,7,1.3,1,Low
92,91,3,0.6,0,Low
68,57,4,4.9,0,Medium
78,54,2,0.5,0,High
63,54,5,2.4,0,Medium
65,30,9,3.2,0,High
56,88,9,5.0,0,High
46,98,7,5.1,0,High
52,71,8,4.5,0,High
44,63,5,1.9,0,High
65,95,5,4.5,0,Medium
88,47,3,1.9,0,Medium
42,34,6,1.7,0,High
46,49,1,3.5,0,High
97,95,3,4.2,0,Low
88,91,2,0.8,0,High
78,61,7,0.8,1,Low
92,87,9,4.8,1,Low
40,79,4,5.2,0,High
88,67,7,3.8,1,Low
56,84,8,2.9,0,High
82,57,2,5.1,0,High
64,51,7,4.5,0,Medium
98,72,3,3.7,0,Low
42,65,8,2.3,0,High
54,81,6,1.6,0,High
68,65,3,2.8,0,Medium
92,57,8,2.1,1,Medium
82,87,3,2.4,0,Low
71,65,9,3.3,1,Medium
65,99,3,1.4,0,Medium
99,38,1,4.9,0,High
55,50,2,1.3,0,High
64,93,4,3.1,0,Medium
93,90,2,4.6,0,High
67,69,4,3.2,0,Medium
48,85,4,2.5,0,High
95,33,4,3.1,0,High
95,60,1,5.2,0,High
40,56,9,5.9,0,High
68,87,7,4.0,0,Medium
96,54,2,4.9,0,High
61,98,3,0.6,0,Medium
55,99,8,5.3,0,High
80,34,7,5.7,0,High
90,37,4,3.7,0,High
83,38,4,4.6,0,High
90,44,9,3.3,0,High
93,36,5,2.1,0,High
80,44,5,5.2,0,High
46,66,7,3.8,0,High
53,68,1,3.7,0,High
68,35,3,4.1,0,High
58,86,2,5.2,0,High
58,48,6,4.5,0,High
41,92,6,1.7,0,High
80,60,1,3.1,0,High
84,39,6,5.9,0,High
54,96,2,3.6,0,High
42,91,4,5.7,0,High
50,32,6,5.0,0,High
92,47,3,4.2,0,Medium
85,54,3,2.4,0,Medium
69,49,3,2.2,0,Medium
96,87,4,4.0,1,Low
79,79,9,2.9,1,Low
57,39,4,4.9,0,High
90,50,4,4.7,0,Medium
87,58,4,2.2,1,Medium
41,39,7,4.4,0,High
71,42,5,3.2,0,High
47,76,2,2.3,0,High
61,52,7,2.8,0,Medium
45,79,3,5.4,0,High
51,33,1,2.5,0,High
86,96,9,2.1,1,Low
96,82,5,2.4,1,Low
79,31,1,1.7,0,High
75,97,1,3.5,0,High
54,94,1,1.3,0,High
67,86,9,5.0,0,Medium
91,99,8,1.7,1,Low
96,36,6,3.8,0,High
88,48,6,1.2,0,Medium
84,73,6,5.9,1,Low
57,92,4,3.0,0,High
41,94,5,5.0,0,High
52,68,3,4.7,0,High
84,55,3,4.4,0,Medium
93,73,7,5.1,1,Low
54,41,5,1.1,0,High
59,51,8,4.2,0,High
68,43,5,2.0,0,High
98,59,4,4.8,1,Medium
81,73,3,5.8,0,Low
68,67,2,5.5,0,High
42,88,3,1.1,0,High
58,71,7,2.5,0,High
42,81,8,2.5,0,High
93,92,5,1.2,1,Low
53,90,1,1.0,0,High
79,63,3,2.6,0,Low
98,68,4,6.0,1,Low
94,70,4,3.6,1,Low
43,66,1,3.9,0,High
98,94,9,3.1,1,Low
99,61,4,4.1,1,Low
91,37,2,5.8,0,High
50,47,9,3.7,0,High
97,74,4,0.9,1,Low
70,62,4,3.2,1,Medium
82,34,6,6.0,0,High
71,65,8,2.6,1,Medium
66,52,5,3.8,0,Medium
69,69,8,1.1,0,Medium
82,34,1,1.3,0,High
41,63,4,5.3,0,High
88,53,1,2.2,0,High
48,46,3,2.2,0,High
67,51,7,2.6,0,Medium
70,44,1,5.8,0,High
99,44,5,1.0,0,High
73,54,1,5.0,0,High
95,82,6,2.4,1,Low
54,50,9,5.2,0,High
87,95,3,6.0,0,Low
64,61,6,2.4,0,Medium
75,50,4,1.2,0,Medium
47,97,6,1.3,0,High
48,73,2,4.7,0,High
97,95,4,1.3,1,Low
97,43,7,1.9,0,High
76,44,6,1.6,0,High
87,49,9,2.5,0,Medium
84,63,7,0.9,1,Low
78,65,1,5.2,0,High
71,38,6,5.2,0,High
97,59,3,2.8,0,Medium
91,92,8,3.9,1,Low
56,64,1,4.0,0,High
74,42,2,4.6,0,High
76,75,3,3.4,0,Low
58,85,3,3.3,0,High
83,38,7,4.0,0,High
68,65,8,4.4,0,Medium
98,32,9,2.4,0,High
46,48,7,2.3,0,High
67,57,8,2.0,0,Medium
48,52,6,3.5,0,High
67,36,2,2.5,0,High
45,43,1,3.5,0,High
68,75,3,2.7,0,Medium
97,44,9,5.1,0,High
56,96,7,0.9,0,High
55,44,2,3.6,0,High
62,80,1,3.7,0,High
70,37,2,2.6,0,High
42,98,3,2.8,0,High
60,91,6,4.9,0,Medium
65,80,9,2.0,0,Medium
75,92,8,5.3,1,Low
81,97,9,5.4,1,Low
76,45,8,4.1,0,Medium
92,53,7,4.8,0,Medium
61,35,6,3.9,0,High
81,86,8,3.4,1,Low
51,60,6,5.8,0,High
81,35,2,2.1,0,High
52,58,9,1.3,0,High
50,96,9,2.1,0,High
93,32,3,3.9,0,High
55,57,9,1.5,0,High
47,77,2,5.5,0,High
79,39,3,2.8,0,High
98,62,6,5.2,1,Low
96,96,4,1.9,1,Low
79,98,8,2.2,1,Low
84,41,1,0.8,0,High
98,86,6,1.9,1,Low
41,73,2,3.2,0,High
69,42,6,5.7,0,High
69,53,1,2.6,0,High
51,73,2,4.0,0,High
49,86,9,2.9,0,High
83,45,6,0.8,0,Medium
50,50,8,3.3,0,High
54,80,7,0.9,0,High
55,50,9,5.4,0,High
56,89,9,4.6,0,High
65,80,4,2.6,0,Medium
41,50,7,4.0,0,High
89,35,5,1.1,0,High
51,94,7,4.4,0,High
90,87,4,5.0,1,Low
65,35,1,5.0,0,High
62,94,4,2.1,0,Medium
57,63,3,2.0,0,High
71,85,9,3.4,1,Medium
88,32,5,5.8,0,High
77,71,4,5.6,1,Low
96,91,8,2.5,1,Low
86,35,5,4.8,0,High
42,35,3,5.6,0,High
77,92,2,1.9,0,High
42,49,8,5.1,0,High
69,50,2,2.0,0,High
40,31,8,2.4,0,High
69,85,5,1.6,0,Medium
84,39,8,3.3,0,High
71,99,5,5.1,1,Medium
67,52,1,3.4,0,High
60,59,2,1.2,0,High
97,66,6,1.9,1,Low
85,84,3,3.6,0,Low
52,78,8,3.7,0,High
66,63,5,3.7,0,Medium
75,73,3,0.9,0,Low
46,51,7,4.6,0,High
61,60,8,5.5,0,Medium
49,36,4,3.3,0,High
78,50,9,4.5,0,Medium
92,45,6,5.5,0,Medium
54,49,1,4.0,0,High
54,72,5,4.2,0,High
43,73,5,4.5,0,High
71,76,7,1.9,1,Medium
62,48,7,3.7,0,Medium
94,77,6,5.1,1,Low
45,98,8,2.1,0,High
63,40,2,5.4,0,High
59,58,7,3.9,0,High
97,74,7,2.8,1,Low
76,97,4,3.9,1,Low
59,65,2,2.7,0,High
51,77,4,5.1,0,High
72,44,4,3.2,0,High
67,73,6,5.5,0,Medium
47,96,7,3.3,0,High
40,69,3,4.1,0,High
76,43,1,6.0,0,High
61,92,3,1.3,0,Medium
45,80,9,4.6,0,High
60,87,1,1.3,0,High
71,44,8,5.1,0,High
74,94,2,3.8,0,High
54,84,6,5.7,0,High
44,39,3,5.3,0,High
99,71,7,0.9,1,Low
95,40,2,1.3,0,High
85,45,4,3.8,0,Medium
89,48,9,3.4,0,Medium
87,60,6,1.4,1,Low
45,82,4,1.2,0,High
64,37,2,3.6,0,High
95,53,9,0.8,0,Medium
85,37,4,5.3,0,High
98,77,9,4.9,1,Low
95,59,2,4.8,0,High
79,87,7,0.6,1,Low
68,84,5,0.8,0,Medium
46,91,8,3.5,0,High
79,77,8,6.0,1,Low
52,33,4,2.4,0,High
77,66,4,2.4,1,Low
57,37,8,1.2,0,High
41,30,3,4.2,0,High
47,99,7,4.1,0,High
50,76,8,1.1,0,High
72,34,8,3.1,0,High
93,79,4,4.2,1,Low
77,53,9,3.2,0,Medium
87,76,4,4.2,1,Low
66,47,8,5.0,0,Medium
59,57,6,4.3,0,High
51,34,5,3.9,0,High
82,59,4,5.2,1,Medium
70,30,5,5.5,0,High
66,75,1,2.6,0,High
71,98,7,1.5,1,Medium
49,60,8,5.0,0,High
42,99,9,1.7,0,High
84,85,3,5.6,0,Low
66,57,9,0.6,0,Medium
74,45,5,5.6,0,Medium
70,83,6,3.7,1,Medium
54,82,1,4.8,0,High
55,41,9,2.7,0,High
52,49,9,6.0,0,High
88,63,6,1.8,1,Low
74,82,8,2.0,1,Medium
91,93,4,0.8,1,Low
50,52,5,5.7,0,High
98,56,5,3.0,1,Medium
60,46,7,4.2,0,Medium
90,77,7,4.3,1,Low
93,50,7,5.3,0,Medium
50,79,5,4.2,0,High
69,69,4,3.6,0,Medium
99,32,8,4.4,0,High
87,46,1,4.6,0,High
92,90,1,1.5,0,High
74,79,6,1.1,1,Medium
61,35,2,0.9,0,High
77,57,3,2.6,0,Medium
70,84,4,3.2,1,Medium
53,87,2,3.9,0,High
63,74,7,5.8,0,Medium
89,48,1,2.3,0,High
88,58,3,4.7,0,Medium
71,52,2,3.4,0,High
75,61,9,1.7,1,Low
71,39,8,3.9,0,High
94,78,3,5.8,0,Low
54,94,5,1.2,0,High
82,58,3,3.3,0,Medium
97,88,6,0.8,1,Low
74,74,5,2.3,1,Medium
42,96,2,3.9,0,High
55,80,8,5.1,0,High
44,40,6,4.5,0,High
60,35,3,3.0,0,High
49,96,1,5.5,0,High
58,91,5,2.2,0,High
64,34,2,4.6,0,High
43,38,2,3.1,0,High
68,57,9,5.4,0,Medium
58,67,7,4.9,0,High
82,72,6,5.5,1,Low
41,50,1,1.7,0,High
49,91,2,4.2,0,High
82,75,7,4.6,1,Low
64,99,3,4.6,0,Medium
59,67,2,3.3,0,High
87,78,6,0.6,1,Low
58,68,8,1.9,0,High
62,59,8,2.3,0,Medium
63,50,2,5.2,0,High
50,30,6,5.1,0,High
85,61,5,1.1,1,Low
73,37,7,5.7,0,High
94,98,4,1.5,1,Low
67,59,2,2.8,0,High
44,37,3,1.7,0,High
98,48,9,5.2,0,Medium
44,88,8,4.6,0,High
90,84,9,2.4,1,Low
60,59,5,4.3,0,Medium
51,65,5,1.5,0,High
89,84,7,2.6,1,Low
43,73,7,2.6,0,High
93,56,1,1.8,0,High
88,83,5,5.3,1,Low
81,77,8,4.2,1,Low
59,59,7,2.0,0,High
77,68,2,1.8,0,High
64,42,8,0.6,0,High
53,45,2,2.4,0,High
50,73,1,3.4,0,High
71,56,3,2.0,0,Medium
50,74,3,4.4,0,High
57,64,6,2.8,0,High
66,57,3,2.2,0,Medium
94,36,7,5.7,0,High
93,91,8,1.9,1,Low
57,80,3,2.7,0,High
95,75,9,2.6,1,Low
62,49,1,1.8,0,High
50,67,3,1.7,0,High
60,90,3,2.2,0,Medium
83,61,7,5.3,1,Low
44,55,5,4.7,0,High
62,87,4,4.2,0,Medium
80,68,2,3.0,0,High
98,49,7,3.3,0,Medium
64,79,3,2.0,0,Medium
80,81,7,0.9,1,Low
93,51,7,2.3,0,Medium
49,82,2,3.2,0,High
61,95,7,0.8,0,Medium
58,72,6,1.0,0,High
40,52,4,1.9,0,High
46,93,5,2.5,0,High
43,38,8,2.7,0,High
40,36,5,1.1,0,High
54,70,3,1.7,0,High
79,83,2,1.9,0,High
51,94,6,0.9,0,High
61,31,6,2.3,0,High
61,33,7,0.9,0,High
89,61,8,4.4,1,Low
86,31,4,2.6,0,High
56,93,8,2.3,0,High
68,43,1,1.2,0,High
85,49,6,1.7,0,Medium
53,78,6,1.8,0,High
89,37,3,5.9,0,High
59,92,9,5.1,0,High
89,75,5,0.6,1,Low
87,50,1,3.9,0,High
72,61,7,1.9,1,Medium
94,37,3,1.1,0,High
98,45,4,4.4,0,Medium
82,69,6,1.2,1,Low
54,56,8,2.9,0,High
51,47,4,4.0,0,High
79,64,9,3.5,1,Low
93,81,8,5.9,1,Low
59,44,6,4.8,0,High
69,92,7,4.8,0,Medium
77,82,8,2.5,1,Low
42,95,2,0.5,0,High
67,60,5,4.5,0,Medium
95,90,7,6.0,1,Low
65,93,8,2.7,0,Medium
69,63,5,5.9,0,Medium
52,84,3,1.3,0,High
52,88,6,2.1,0,High
41,32,5,1.4,0,High
76,46,8,3.1,0,Medium
88,75,9,4.9,1,Low
77,67,9,2.4,1,Low
41,64,6,5.5,0,High
75,30,4,3.5,0,High
93,58,4,3.1,1,Medium
65,33,9,4.8,0,High
50,90,4,1.1,0,High
47,46,8,4.8,0,High
83,57,9,1.8,1,Medium
79,79,5,2.0,1,Low
82,37,6,3.8,0,High
61,63,3,5.5,0,Medium
59,88,5,3.7,0,High
47,47,5,4.1,0,High
68,88,2,4.8,0,High
79,56,6,1.9,1,Medium
65,45,9,5.0,0,Medium
69,39,7,2.8,0,High
56,51,8,1.5,0,High
59,45,2,2.4,0,High
91,41,9,1.9,0,High
94,80,3,1.8,0,Low
55,30,5,2.1,0,High
85,56,7,1.5,1,Medium
82,96,4,4.2,1,Low
46,41,7,3.7,0,High
55,59,8,4.1,0,High
84,38,4,2.4,0,High
98,82,5,4.7,1,Low
86,90,3,1.2,0,Low
95,83,5,3.6,1,Low
87,66,8,2.0,1,Low
66,94,3,3.4,0,Medium
92,71,5,2.3,1,Low
62,78,1,4.8,0,High
63,33,2,5.4,0,High
48,93,3,4.6,0,High
74,80,1,1.5,0,High
90,89,9,2.0,1,Low
59,60,9,5.6,0,High
76,87,5,2.9,1,Low
81,33,4,5.7,0,High
56,51,5,2.7,0,High
86,32,4,5.7,0,High
70,76,5,5.6,1,Medium
94,67,7,4.1,1,Low
96,62,8,0.5,1,Low
47,77,2,2.7,0,High
54,94,4,5.5,0,High
70,55,8,5.4,1,Medium
92,37,7,1.5,0,High
69,79,9,2.7,0,Medium
85,67,5,5.1,1,Low
59,39,6,3.7,0,High
99,71,8,5.2,1,Low
78,66,5,5.0,1,Low
92,55,9,5.5,1,Medium
94,41,4,1.1,0,High
51,78,8,1.3,0,High
88,43,3,1.0,0,High
56,75,5,5.6,0,High
81,64,8,3.1,1,Low
69,58,7,0.9,0,Medium
68,41,1,2.3,0,High
58,73,4,2.4,0,High
85,95,2,5.0,0,High
50,31,2,4.5,0,High
73,88,7,4.3,1,Medium
89,46,3,0.6,0,Medium
46,39,3,5.5,0,High
83,47,6,1.7,0,Medium
97,51,6,4.0,0,Medium
73,87,1,0.8,0,High
98,82,1,0.9,0,High
59,30,6,0.6,0,High
89,90,7,3.6,1,Low
77,60,9,4.0,1,Low
63,60,4,0.8,0,Medium
49,95,6,2.1,0,High
71,48,3,5.2,0,Medium
91,82,4,1.1,1,Low
54,51,9,1.7,0,High
76,52,1,2.8,0,High
59,44,5,5.1,0,High
42,55,7,1.9,0,High
76,32,3,6.0,0,High
96,49,2,2.5,0,High
79,69,2,2.6,0,High
47,68,1,1.2,0,High
79,47,5,4.2,0,Medium
83,70,3,1.8,0,Low
95,99,7,4.0,1,Low
62,56,1,1.7,0,High
79,44,9,2.6,0,High
50,66,2,5.2,0,High
85,87,8,4.6,1,Low
47,34,4,1.4,0,High
68,36,6,3.8,0,High
69,70,9,4.0,0,Medium
95,39,7,1.0,0,High
99,91,8,3.1,1,Low
49,55,7,1.9,0,High
78,97,2,3.1,0,High
67,53,9,4.8,0,Medium
88,70,1,1.4,0,High
75,94,2,1.2,0,High
52,46,3,2.0,0,High
71,53,3,5.7,0,Medium
75,56,4,4.6,1,Medium
76,36,5,0.6,0,High
65,41,6,2.7,0,High
61,32,1,1.9,0,High
43,39,8,4.0,0,High
70,62,6,3.0,1,Medium
57,75,9,5.8,0,High
77,88,5,1.7,1,Low
63,81,7,3.7,0,Medium
95,35,4,4.4,0,High
62,31,6,5.0,0,High
61,58,6,2.7,0,Medium
41,69,4,4.3,0,High
70,90,6,2.2,1,Medium
94,97,8,2.9,1,Low
50,97,5,5.4,0,High
67,58,2,5.7,0,High
85,91,9,4.5,1,Low
71,89,4,2.6,1,Medium
44,70,4,5.0,0,High
77,94,7,0.6,1,Low
49,93,6,1.1,0,High
79,92,4,4.1,1,Low
85,77,6,2.1,1,Low
63,49,3,5.7,0,Medium
74,66,7,2.9,1,Medium
83,93,6,2.9,1,Low
87,34,3,4.2,0,High
99,63,1,4.7,0,High
62,68,5,3.1,0,Medium
56,96,2,1.7,0,High
40,91,7,4.8,0,High
94,53,7,2.3,0,Medium
70,32,4,1.5,0,High
70,96,6,4.0,1,Medium
81,79,1,1.0,0,High
96,58,2,5.8,0,High
94,61,6,4.0,1,Low
81,68,2,5.9,0,High
92,38,4,2.4,0,High
95,43,4,5.8,0,High
73,97,9,1.3,1,Medium
48,93,7,0.7,0,High
61,49,7,0.7,0,Medium
52,57,1,3.1,0,High
64,43,5,1.0,0,High
87,73,3,3.3,0,Low
57,68,3,2.3,0,High
90,57,6,2.3,1,Medium
51,93,4,4.0,0,High
79,61,8,1.4,1,Low
56,38,4,4.7,0,High
54,57,8,3.7,0,High
81,46,4,5.5,0,Medium
54,84,3,2.5,0,High
54,39,5,5.9,0,High
94,35,5,3.7,0,High
78,77,1,5.9,0,High
52,96,8,0.6,0,High
56,70,8,4.5,0,High
71,89,8,5.0,1,Medium
48,71,4,0.8,0,High
79,57,9,3.7,1,Medium
59,42,3,4.9,0,High
65,44,7,3.6,0,High
66,65,6,0.9,0,Medium
60,44,9,4.3,0,High
57,85,4,0.8,0,High
52,33,4,5.0,0,High
55,81,6,0.7,0,High
48,39,8,1.3,0,High
51,74,3,2.0,0,High
83,58,8,4.0,1,Medium
77,82,8,5.9,1,Low
58,58,7,1.1,0,High
99,52,7,1.3,0,Medium
46,86,5,2.5,0,High
96,79,2,5.1,0,High
74,50,2,3.1,0,High
87,72,8,2.3,1,Low
57,39,6,3.6,0,High
55,59,8,1.9,0,High
94,80,3,2.7,0,Low
78,62,1,2.3,0,High
43,47,6,4.9,0,High
98,51,2,5.6,0,High
64,93,9,4.7,0,Medium
71,50,5,2.9,0,Medium
79,30,5,3.3,0,High
52,44,8,1.2,0,High
84,65,6,4.6,1,Low
56,76,3,3.8,0,High
88,83,9,5.5,1,Low
76,61,4,1.6,1,Low
45,87,4,4.7,0,High
58,75,2,4.3,0,High
52,83,3,2.0,0,High
96,62,4,4.2,1,Low
99,68,7,5.6,1,Low
65,52,3,5.6,0,Medium
53,72,8,4.5,0,High
70,84,8,0.8,1,Medium
93,31,2,5.3,0,High
43,95,4,4.1,0,High
99,67,8,2.2,1,Low
78,58,1,1.5,0,High
47,96,1,1.1,0,High
64,65,4,0.8,0,Medium
52,58,2,4.6,0,High
71,66,1,1.8,0,High
98,74,8,0.6,1,Low
77,45,2,2.7,0,High
77,60,4,3.2,1,Low
95,63,3,1.4,0,Low
67,79,2,0.7,0,High
92,94,8,1.5,1,Low
69,91,3,4.2,0,Medium
42,72,9,1.0,0,High
67,85,5,3.6,0,Medium
42,44,9,1.3,0,High
84,77,3,1.6,0,Low
93,78,5,2.7,1,Low
73,73,6,1.1,1,Medium
55,39,9,1.5,0,High
61,49,8,2.4,0,Medium
71,99,2,2.3,0,High
77,37,2,4.6,0,High
47,74,5,0.9,0,High
94,63,5,5.2,1,Low
47,80,5,5.0,0,High
96,33,4,4.7,0,High
45,68,8,2.2,0,High
53,53,5,5.0,0,High
71,84,1,1.5,0,High
74,55,5,1.2,1,Medium
49,54,1,0.7,0,High
42,65,4,5.7,0,High
98,87,1,2.2,0,High
51,41,6,5.5,0,High
88,30,6,2.0,0,High
98,79,1,5.5,0,High
70,54,8,5.5,0,Medium
68,34,4,5.6,0,High
44,97,2,3.2,0,High
91,35,1,5.3,0,High
64,55,3,5.7,0,Medium
80,84,7,2.3,1,Low
